id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
3297,1846,Mastercard,Credit,5762316813851481,10/2022,722,NO,1,$6900,06/2005,2012,No
4899,116,Mastercard,Debit (Prepaid),5236777406383687,10/2020,234,YES,1,$64,09/2016,2016,No
6072,116,Mastercard,Debit,5463788030135116,12/2024,236,YES,2,$37377,12/2012,2012,No
5989,752,Visa,Debit,4571249574954358,09/2022,588,YES,2,$11002,12/2009,2009,No
4105,752,Visa,Debit,4048255744655078,07/2020,307,NO,2,$19765,08/2001,2009,No
2465,752,Mastercard,Credit,5971047131415221,02/2018,191,NO,1,$12900,04/2004,2010,No
1701,1185,Mastercard,Debit,5802516154574090,07/2021,566,YES,1,$22353,02/2020,2020,No
5990,683,Visa,Debit,4998445442709639,03/2021,899,YES,2,$28696,12/2009,2009,No
4731,683,Mastercard,Credit,5587200077332468,12/2023,661,YES,1,$20700,09/2009,2010,No
1054,683,Mastercard,Debit,5079107565180218,02/2023,905,YES,1,$14868,02/2005,2013,No
4279,683,Visa,Debit (Prepaid),4206153698593049,12/2012,9,YES,1,$78,08/2008,2008,No
6012,683,Mastercard,Debit,5521151206022377,05/2020,641,YES,2,$1633,12/2010,2012,No
1428,903,Amex,Credit,330491125625090,11/2024,856,YES,1,$15700,02/2020,2020,No
1702,903,Mastercard,Debit (Prepaid),5789086009227522,04/2023,492,YES,2,$60,02/2020,2020,No
1946,903,Visa,Debit,4396300530343290,08/2023,768,YES,2,$5222,02/2020,2020,No
1947,903,Visa,Debit,4316804623436512,07/2022,145,YES,1,$14897,02/2020,2020,No
1703,903,Mastercard,Credit,5270606118993945,12/2021,99,YES,2,$10500,02/2020,2020,No
5902,559,Mastercard,Debit,5579186804778775,04/2022,880,YES,1,$17130,12/2007,2011,No
1093,559,Mastercard,Debit,5017284678566476,05/2022,246,YES,2,$9852,02/2006,2012,No
2193,1338,Mastercard,Debit,5507680552446400,09/2020,227,YES,1,$20479,03/2008,2008,No
2194,1338,Mastercard,Debit (Prepaid),5147068410331391,09/2011,725,YES,1,$100,03/2008,2011,No
3099,75,Mastercard,Credit,5689040853282702,10/2021,551,YES,2,$9200,05/2011,2011,No
2227,75,Mastercard,Debit,5122476616301895,05/2020,133,YES,1,$17314,03/2009,2011,No
3781,75,Mastercard,Debit,5304039785163827,09/2023,849,YES,1,$20605,07/2006,2011,No
4113,75,Discover,Credit,6798120561105479,05/2024,373,NO,2,$9500,08/2003,2005,No
1453,861,Discover,Credit,6546589729646885,02/2020,99,YES,2,$10600,02/2020,2020,No
4078,100,Mastercard,Debit,5561095552395447,12/2023,957,YES,1,$34065,07/2019,2019,No
2571,100,Mastercard,Credit,5051745688370284,03/2016,195,YES,1,$16200,04/2008,2013,No
2208,100,Visa,Debit (Prepaid),4730478240405316,12/2024,114,YES,2,$2,03/2008,2010,No
1045,100,Visa,Debit,4084349539485967,04/2022,536,YES,1,$26714,02/2004,2010,No
5000,100,Visa,Debit,4600429352082372,01/2020,674,YES,2,$41084,10/2003,2012,No
3782,100,Mastercard,Debit,5706014273634676,05/2008,360,YES,2,$11392,07/2006,2015,No
5903,100,Mastercard,Debit,5121412939946667,10/2022,799,YES,2,$21205,12/2007,2011,No
3148,1140,Mastercard,Debit,5554081439634551,07/2022,695,YES,2,$22409,05/2014,2014,No
660,1140,Mastercard,Debit,5911201546356823,11/2020,172,YES,1,$26275,01/2020,2020,No
3873,1140,Visa,Debit (Prepaid),4351720469066759,08/2020,218,YES,1,$74,07/2008,2011,No
2845,1140,Mastercard,Debit,5152235839088172,07/2023,469,NO,2,$27298,05/2003,2007,No
2195,1140,Mastercard,Debit (Prepaid),5967896787942497,08/2024,949,YES,1,$61,03/2008,2010,No
41,1140,Mastercard,Credit,5586713288069328,07/2022,232,YES,2,$17000,01/2003,2009,No
411,531,Amex,Credit,334781877942824,09/2023,660,YES,1,$6700,01/2020,2020,No
1948,531,Visa,Credit,4969893593143817,10/2022,58,YES,1,$9600,02/2020,2020,No
894,531,Visa,Debit,4746520577856918,07/2020,959,YES,1,$16350,01/2020,2020,No
1704,279,Mastercard,Credit,5201739490879007,03/2022,620,NO,2,$8500,02/2020,2020,No
1949,279,Visa,Debit,4390973591646087,02/2020,260,YES,2,$29078,02/2020,2020,No
1129,362,Visa,Debit,4385365268806508,09/2024,151,YES,2,$11868,02/2007,2015,No
5474,362,Visa,Debit,4362821338983929,09/2024,272,YES,1,$9708,11/2006,2013,No
3740,362,Mastercard,Debit,5846069874081323,11/2008,812,YES,2,$16541,07/2005,2011,No
117,1458,Visa,Debit,4529699535483304,05/2021,329,YES,1,$10982,01/2006,2011,No
5243,1458,Mastercard,Debit,5016909247780196,06/2020,479,NO,2,$11094,10/2011,2011,No
895,1458,Visa,Credit,4733347153706598,07/2020,265,YES,2,$8000,01/2020,2020,No
4814,1458,Mastercard,Debit,5793823082189569,01/2020,210,YES,1,$7535,09/2011,2011,No
5741,976,Visa,Debit,4097569831392145,07/2022,289,YES,1,$24296,11/2018,2018,No
6048,976,Mastercard,Debit,5966652632775568,05/2023,536,YES,1,$20816,12/2011,2011,No
2169,976,Discover,Credit,6574776064588951,06/2022,509,YES,2,$14700,03/2008,2019,No
3455,976,Visa,Debit,4440574696341642,04/2020,962,NO,2,$17145,06/2009,2010,No
4501,976,Visa,Debit,4752612253568533,08/2022,162,YES,1,$11391,09/1999,2015,No
5677,71,Mastercard,Debit (Prepaid),5017252384270871,07/2022,389,YES,2,$69,11/2012,2012,No
3481,71,Mastercard,Credit,5344072434039629,05/2012,462,YES,2,$9100,06/2010,2016,No
3354,375,Mastercard,Debit,5492294137017692,08/2012,745,YES,2,$22137,06/2007,2007,No
5537,375,Mastercard,Debit,5673229210000459,05/2010,141,NO,1,$13698,11/2008,2010,No
2608,375,Mastercard,Debit,5594766760079503,01/2020,541,YES,1,$17598,04/2009,2009,No
4580,403,Mastercard,Debit,5523941420112539,07/2021,71,YES,1,$6957,09/2005,2011,No
3988,983,Visa,Debit,4832794053001176,11/2021,588,YES,1,$20839,07/2011,2011,No
5333,983,Visa,Debit,4481338830716771,10/2022,467,YES,1,$28004,10/2018,2018,No
5573,983,Mastercard,Debit,5743016565516756,12/2009,138,YES,1,$19114,11/2009,2010,No
6049,983,Mastercard,Debit,5146883948059613,06/2018,867,YES,2,$13657,12/2011,2011,No
1023,983,Mastercard,Debit,5486627600298205,07/2022,125,YES,1,$23404,02/2003,2010,No
2151,435,Mastercard,Debit,5329257764930749,03/2021,359,YES,2,$4898,03/2007,2015,No
2609,435,Mastercard,Debit,5903653067942572,09/2020,25,NO,1,$10654,04/2009,2010,No
2572,542,Mastercard,Credit,5606160450914606,08/2023,46,YES,2,$6600,04/2008,2016,No
4979,542,Amex,Credit,333480454420533,09/2020,392,NO,1,$8300,10/2003,2011,No
4195,542,Amex,Credit,379940351891689,11/2020,954,YES,2,$12300,08/2007,2012,No
2025,542,Mastercard,Credit,5941275556386094,03/2024,128,YES,1,$5500,03/2001,2010,No
4311,542,Visa,Credit,4888461276072573,10/2022,747,YES,1,$5900,08/2009,2010,No
4263,1090,Mastercard,Debit,5839584564422187,06/2024,206,NO,1,$26404,08/2008,2011,No
3619,1090,Mastercard,Debit,5620855750640306,08/2023,492,NO,1,$18773,06/2017,2017,No
4312,1090,Visa,Debit,4539066236622195,02/2019,145,NO,2,$21087,08/2009,2009,No
1293,1090,Visa,Credit,4667046973414964,05/2023,952,YES,2,$14400,02/2011,2011,No
5445,1090,Visa,Credit,4973318740626868,08/2024,586,YES,1,$11400,11/2005,2010,No
2799,60,Mastercard,Debit,5713112635487348,02/2020,796,YES,1,$11159,05/1998,2015,No
4581,60,Mastercard,Debit,5409541769328200,04/2017,23,YES,1,$10233,09/2005,2017,No
5475,60,Visa,Debit (Prepaid),4326714873054572,05/2024,692,YES,3,$45,11/2006,2012,No
4544,60,Visa,Credit,4372866189717850,11/2020,785,YES,2,$6400,09/2003,2010,No
4118,287,Mastercard,Debit,5384350370649513,09/2023,549,YES,1,$14070,08/2003,2014,No
5783,287,Mastercard,Debit,5299823964392127,12/2023,273,NO,2,$2159,12/2002,2006,No
3527,287,Mastercard,Debit,5291762862057509,10/2020,269,YES,1,$26425,06/2011,2011,No
5498,1857,Mastercard,Debit,5642734548545159,11/2018,405,YES,2,$66781,11/2007,2009,No
4418,1857,Visa,Debit,4568370619528049,07/2023,983,YES,1,$47684,08/2013,2013,No
5089,1857,Mastercard,Credit,5571571366314376,07/2024,126,YES,1,$27700,10/2007,2013,No
4015,1857,Visa,Credit,4915308819332544,05/2023,776,YES,2,$10700,07/2013,2013,No
896,1857,Visa,Debit,4698439364398046,02/2021,414,YES,1,$49679,01/2020,2020,No
2473,1291,Visa,Credit,4381113346368526,11/2023,51,YES,2,$1900,04/2004,2011,No
5139,1291,Visa,Debit,4448948827886660,01/2021,687,YES,1,$11885,10/2008,2011,No
4785,408,Mastercard,Debit,5335828686031643,02/2015,167,YES,2,$785,09/2010,2010,No
4960,408,Visa,Credit,4749273777651489,03/2022,809,YES,2,$6900,10/2001,2011,No
2515,408,Visa,Debit,4450794746298149,12/2018,502,YES,1,$22457,04/2006,2010,No
3528,173,Mastercard,Debit,5072626821657978,08/2022,701,YES,2,$14701,06/2011,2011,No
3916,173,Visa,Debit (Prepaid),4589358638611077,03/2023,207,YES,1,$3,07/2009,2020,No
981,173,Mastercard,Debit,5659101740652440,02/2002,501,YES,2,$23502,02/2000,2020,No
3066,173,Mastercard,Debit (Prepaid),5926977700240338,12/2021,508,YES,2,$44,05/2010,2010,No
2228,1787,Mastercard,Debit,5686962857502766,06/2022,257,YES,1,$27590,03/2009,2010,No
4826,1787,Visa,Debit,4230041150211486,07/2024,872,YES,1,$37338,09/2011,2011,No
4645,1787,Mastercard,Credit,5409754518829059,04/2023,806,YES,1,$15500,09/2007,2012,No
5849,1787,Visa,Debit,4420367772042775,05/2007,704,YES,2,$33807,12/2005,2008,No
4978,1787,Visa,Debit,4063898777653037,10/2002,671,YES,2,$24056,10/2002,2009,No
3207,1787,Visa,Credit,4616160672677136,10/2003,410,YES,2,$11400,06/1998,2007,No
990,1800,Mastercard,Debit (Prepaid),5214165168049372,10/2011,254,YES,2,$37,02/2001,2004,No
1130,1800,Visa,Credit,4275119808129751,01/2014,864,YES,1,$11000,02/2007,2010,No
5538,438,Mastercard,Debit,5538862189927591,12/2023,664,YES,2,$2307,11/2008,2010,No
2623,438,Visa,Debit,4763832977457199,12/2009,581,YES,2,$10362,04/2009,2015,No
5265,1988,Visa,Debit,4359389213795356,10/2023,546,YES,1,$37318,10/2012,2012,No
4216,1988,Mastercard,Credit,5056150001403124,12/2008,451,YES,1,$22800,08/2007,2007,No
2161,1988,Visa,Debit,4169838718882754,05/2021,899,YES,1,$57294,03/2007,2010,No
3100,1988,Mastercard,Debit,5565968548709329,07/2024,877,YES,2,$30024,05/2011,2011,No
6063,1988,Visa,Credit,4610405635857644,10/2019,524,YES,2,$37400,12/2011,2011,No
1705,1143,Mastercard,Debit,5313259691069761,08/2022,972,YES,2,$21147,02/2020,2020,No
2610,1250,Mastercard,Debit,5249391871473894,02/2024,845,YES,1,$11857,04/2009,2011,No
5446,1250,Visa,Debit,4453842040369230,09/2020,179,YES,1,$21148,11/2005,2011,No
5419,1250,Visa,Credit,4481967137410492,09/2022,198,YES,1,$7500,11/2004,2016,No
4352,1250,Visa,Debit,4009698492021262,04/2021,907,YES,2,$16261,08/2010,2016,No
2904,1250,Mastercard,Debit,5695828176341633,12/2021,792,YES,2,$14116,05/2006,2015,No
897,1767,Visa,Debit,4190381537189189,03/2024,939,YES,1,$23677,01/2020,2020,No
898,1767,Visa,Debit (Prepaid),4495572757942995,12/2020,474,YES,3,$69,01/2020,2020,No
201,1072,Mastercard,Debit,5840476864492037,03/2020,155,NO,1,$6326,01/2009,2010,No
1706,1841,Mastercard,Debit,5207003416805344,07/2020,717,YES,2,$12461,02/2020,2020,No
1374,1841,Mastercard,Debit,5987109951536861,04/2019,424,YES,2,$17386,02/2017,2017,No
1950,1841,Visa,Credit,4076004030170552,01/2024,180,NO,2,$11300,02/2020,2020,No
314,1202,Mastercard,Debit,5905486726598062,10/2014,426,YES,1,$1,01/2013,2013,No
4438,1202,Visa,Debit,4367131765938550,12/2023,935,NO,2,$1,08/2014,2014,No
2885,1202,Mastercard,Credit,5690597003085826,01/2024,546,YES,2,$0,05/2005,2012,No
1951,235,Visa,Debit,4943014295329210,06/2024,641,YES,1,$23069,02/2020,2020,No
1333,235,Visa,Debit,4870540675741457,04/2024,716,YES,1,$15578,02/2013,2013,No
5126,235,Mastercard,Debit,5541258980261232,06/2015,131,YES,1,$29648,10/2008,2011,No
6064,235,Visa,Credit,4112534725146358,10/2018,18,YES,1,$25300,12/2011,2017,No
4757,1766,Amex,Credit,304236119500152,08/2020,954,YES,1,$8200,09/2010,2012,No
3011,1766,Mastercard,Debit,5555216812366873,05/2023,871,YES,1,$9257,05/2009,2009,No
3684,1766,Visa,Debit,4441595356669115,07/2021,849,YES,1,$319,07/2002,2016,No
2066,1766,Mastercard,Debit,5960254965868032,06/2024,91,YES,1,$5141,03/2004,2012,No
5665,1702,Visa,Debit,4765160616096366,05/2022,140,YES,2,$23343,11/2011,2011,No
5244,1702,Mastercard,Debit,5754587881449040,11/2021,859,YES,2,$18624,10/2011,2011,No
2755,1702,Visa,Debit,4044157806268502,07/2020,642,YES,1,$15145,04/2015,2015,No
2701,1702,Mastercard,Debit,5717363470674555,02/2020,98,YES,2,$22787,04/2012,2012,No
5749,1702,Visa,Debit (Prepaid),4937261009416652,05/2023,873,YES,1,$94,12/1994,2011,No
4674,1142,Mastercard,Debit,5114438569807444,02/2020,461,YES,2,$43984,09/2008,2013,No
4842,1142,Visa,Credit,4380226554679223,09/2022,593,YES,2,$20600,09/2012,2012,No
4217,1142,Mastercard,Debit,5954583689426808,11/2022,655,YES,2,$29144,08/2007,2010,No
4368,1653,Mastercard,Debit,5629986215875755,11/2024,116,YES,2,$25613,08/2011,2016,No
1707,1982,Mastercard,Debit,5979667204791664,02/2020,983,YES,2,$24954,02/2020,2020,No
3482,1982,Mastercard,Debit,5919565574478949,10/2024,306,YES,1,$24638,06/2010,2010,No
899,1423,Visa,Credit,4824475251141291,01/2024,450,YES,2,$3400,01/2020,2020,No
5863,48,Mastercard,Debit (Prepaid),5640392134523713,05/2021,10,YES,2,$79,12/2006,2020,No
3456,48,Visa,Debit,4456924264973452,03/2024,483,YES,2,$10099,06/2009,2013,No
1294,48,Visa,Debit,4441378583955445,12/2022,568,YES,2,$15018,02/2011,2011,No
6110,1582,Mastercard,Debit,5266773834736915,10/2021,593,YES,2,$31292,12/2015,2015,No
5637,656,Visa,Debit,4105075889994254,06/2024,789,YES,2,$25639,11/2010,2010,No
900,500,Visa,Debit,4431266757000306,09/2024,45,YES,1,$21955,01/2020,2020,No
901,500,Visa,Debit,4005162842417313,03/2020,501,YES,1,$16319,01/2020,2020,No
661,500,Mastercard,Debit,5444994064603121,01/2021,632,YES,2,$14679,01/2020,2020,No
4049,1862,Visa,Credit,4495571717001479,09/2023,778,YES,2,$10200,07/2016,2016,No
1708,1850,Mastercard,Debit,5756191460540395,07/2022,627,YES,2,$8653,02/2020,2020,No
4702,1808,Visa,Credit,4982389408699603,08/2021,536,YES,2,$9100,09/2008,2008,No
1952,1808,Visa,Credit,4719950506919432,06/2021,185,YES,2,$4100,02/2020,2020,No
662,1808,Mastercard,Credit,5855208922240897,11/2022,32,NO,2,$10200,01/2020,2020,No
1184,1808,Mastercard,Debit,5651004451380046,04/2022,421,YES,2,$12736,02/2009,2014,No
4264,277,Mastercard,Debit,5733757937326201,12/2023,487,YES,1,$12930,08/2008,2008,No
4038,277,Mastercard,Debit,5898229848182386,04/2024,150,YES,1,$12457,07/2015,2015,No
2350,277,Visa,Debit (Prepaid),4591853850857691,10/2020,593,YES,1,$145,03/2015,2015,No
5362,277,Discover,Credit,6932038043726914,03/2020,285,YES,1,$8600,11/2000,2014,No
5864,277,Mastercard,Debit,5948622774414299,03/2016,985,NO,2,$14098,12/2006,2009,No
1953,1716,Visa,Credit,4031363218390318,07/2021,632,YES,1,$8400,02/2020,2020,No
3552,516,Mastercard,Debit,5442707945484989,11/2021,434,YES,1,$16679,06/2012,2012,No
2292,516,Visa,Debit,4949443440587519,07/2018,240,YES,1,$13030,03/2011,2011,No
3406,516,Visa,Debit,4975809545606409,07/2020,799,YES,2,$14611,06/2008,2008,No
1709,516,Mastercard,Debit,5777389371749147,07/2024,168,YES,2,$11740,02/2020,2020,No
1710,620,Mastercard,Debit,5320405483471856,05/2021,18,YES,2,$15927,02/2020,2020,No
4084,159,Mastercard,Debit,5290798363835308,10/2024,487,YES,1,$14178,08/1995,2010,No
3223,159,Discover,Credit,6337572896253921,08/2014,827,YES,1,$5900,06/2001,2016,No
3815,159,Mastercard,Debit,5502821682729694,07/2021,883,YES,2,$13955,07/2007,2008,No
1099,478,Visa,Credit,4564555970607146,07/2022,200,YES,1,$15600,02/2006,2011,No
77,478,Mastercard,Debit (Prepaid),5659072921204165,11/2023,602,YES,2,$10,01/2005,2011,No
135,478,Mastercard,Debit,5833433820016742,02/2024,624,NO,3,$19263,01/2007,2011,No
5315,772,Mastercard,Debit,5247649544056704,09/2021,162,YES,1,$38814,10/2016,2016,No
4858,772,Mastercard,Debit,5073215069137256,12/2024,541,YES,1,$15297,09/2013,2013,No
3678,772,Mastercard,Debit (Prepaid),5591003097918979,05/2023,390,YES,2,$62,07/2002,2011,No
3323,1537,Mastercard,Debit (Prepaid),5031314717836444,01/2023,860,YES,2,$51,06/2006,2006,No
3584,1429,Mastercard,Debit,5192728051393602,06/2024,461,YES,1,$13201,06/2014,2014,No
3140,1429,Visa,Debit,4846690288981542,03/2015,677,YES,1,$12353,05/2013,2013,No
3560,1429,Visa,Debit,4981608124910367,02/2024,782,YES,1,$18223,06/2012,2012,No
2378,1429,Visa,Debit,4284692836848156,02/2020,396,YES,1,$18757,03/2018,2018,No
15,1228,Mastercard,Debit,5047012325844667,09/2024,300,YES,1,$5966,01/2000,2020,No
4332,1228,Mastercard,Credit,5961782216187026,11/2024,810,YES,1,$7600,08/2010,2010,No
5273,1228,Mastercard,Debit,5898436387057618,10/2022,793,YES,1,$17832,10/2013,2013,No
3333,1228,Visa,Debit,4200226929304953,01/2022,587,YES,1,$17536,06/2006,2007,No
4419,1228,Visa,Debit,4499077671227490,02/2021,551,NO,1,$30393,08/2013,2013,No
2162,991,Visa,Credit,4345940645469625,08/2007,391,YES,1,$3100,03/2007,2008,No
902,1249,Visa,Credit,4554286438711298,02/2020,7,YES,2,$8700,01/2020,2020,No
4162,1242,Mastercard,Credit,5684630456479793,05/2020,396,YES,1,$6200,08/2005,2010,No
5102,1242,Visa,Credit,4243291135739492,09/2024,603,YES,1,$7400,10/2007,2019,No
4472,1759,Mastercard,Debit,5582577330932323,01/2024,605,YES,2,$14801,08/2018,2018,No
2893,1759,Visa,Credit,4174613161615032,10/2024,977,YES,2,$11000,05/2005,2020,No
4478,1759,Amex,Credit,350118327144025,05/2020,754,YES,2,$9900,08/2019,2019,No
377,1759,Visa,Debit,4056761456617104,06/2023,343,YES,2,$15773,01/2018,2018,No
4232,1759,Visa,Debit,4076578011196322,04/2024,992,YES,1,$18365,08/2007,2010,No
266,1759,Discover,Credit,6451744848809895,10/2023,409,YES,1,$12300,01/2011,2011,No
4502,1058,Visa,Debit,4106850529116001,06/2020,205,YES,1,$15721,09/1999,2011,No
1102,1058,Amex,Credit,303084720106463,09/2023,130,YES,1,$7100,02/2007,2009,No
3588,1058,Visa,Credit,4970700220086771,08/2014,312,YES,2,$8000,06/2014,2014,No
4102,1058,Mastercard,Credit,5643346576345182,06/2020,64,YES,1,$7800,08/2001,2013,No
277,1730,Mastercard,Debit,5016922849464007,12/2020,869,YES,1,$25429,01/2011,2011,No
357,1730,Mastercard,Debit,5618794869367731,02/2021,271,YES,1,$16925,01/2016,2016,No
5281,1730,Visa,Debit,4084042364575576,06/2023,24,YES,1,$19450,10/2013,2013,No
1711,1632,Mastercard,Debit,5694156503465821,10/2021,775,YES,2,$2264,02/2020,2020,No
903,1632,Visa,Debit,4068545268912420,01/2020,884,YES,1,$15914,01/2020,2020,No
1954,1632,Visa,Debit (Prepaid),4273210469600813,02/2022,536,YES,1,$58,02/2020,2020,No
904,1632,Visa,Debit,4210851216153734,05/2024,812,NO,1,$22944,01/2020,2020,No
5971,1224,Mastercard,Debit,5933813396302402,01/2023,824,NO,1,$21908,12/2009,2009,No
3874,1224,Visa,Credit,4549441380872550,03/2022,975,YES,2,$15700,07/2008,2011,No
905,1224,Visa,Credit,4425499865708805,10/2024,933,YES,1,$0,01/2020,2020,No
2412,1224,Visa,Credit,4144495012148526,05/2024,73,YES,1,$14800,04/2000,2007,No
2163,1940,Visa,Credit,4597650893698249,02/2020,245,YES,2,$5700,03/2007,2010,No
3859,1940,Mastercard,Credit,5405403307724984,02/2020,44,YES,2,$9100,07/2008,2008,No
4218,1940,Mastercard,Debit,5536863303144346,05/2024,575,YES,2,$8993,08/2007,2010,No
5451,1940,Discover,Credit,6222030207999751,06/2023,688,YES,1,$8000,11/2006,2009,No
3230,1940,Visa,Debit,4910409648688381,02/2021,257,NO,2,$311,06/2001,2011,No
663,1132,Mastercard,Credit,5988513060276966,11/2020,754,YES,2,$9700,01/2020,2020,No
1712,1132,Mastercard,Debit,5948144196319683,07/2021,785,YES,1,$23399,02/2020,2020,No
217,895,Visa,Credit,4419165641059150,11/2023,167,YES,1,$10300,01/2009,2013,No
3483,895,Mastercard,Debit,5670044732419726,05/2024,368,NO,2,$12100,06/2010,2015,No
1116,895,Mastercard,Debit (Prepaid),5490867691921019,10/2018,222,YES,2,$49,02/2007,2017,No
4333,1556,Mastercard,Debit,5225389722526534,09/2023,891,YES,2,$24772,08/2010,2010,No
1955,1556,Visa,Credit,4965321363827916,03/2021,413,YES,2,$15300,02/2020,2020,No
2972,1556,Mastercard,Debit (Prepaid),5497590243197280,07/2022,306,YES,2,$55,05/2008,2008,No
412,1556,Amex,Credit,384780807062464,02/2020,476,YES,2,$11200,01/2020,2020,No
664,1025,Mastercard,Credit,5098793947794736,07/2020,488,YES,2,$7800,01/2020,2020,No
1713,1025,Mastercard,Debit,5948594944639664,02/2020,386,YES,1,$13558,02/2020,2020,No
906,1025,Visa,Credit,4655114310829903,09/2021,146,YES,1,$8500,01/2020,2020,No
1956,1025,Visa,Debit,4471238909033238,02/2022,368,YES,2,$11237,02/2020,2020,No
2075,1972,Amex,Credit,382031359848619,08/2012,412,NO,2,$6000,03/2005,2013,No
5539,1972,Mastercard,Debit,5891567010748213,09/2022,563,YES,1,$957,11/2008,2012,No
5321,1972,Amex,Credit,337919115553710,02/2020,7,YES,2,$4000,10/2017,2017,No
2466,1972,Mastercard,Credit,5566207489496526,03/2024,115,YES,1,$4900,04/2004,2004,No
4041,86,Visa,Debit,4293438216088430,04/2022,847,YES,1,$7967,07/2015,2015,No
3178,86,Mastercard,Debit,5738889921774670,06/2019,261,YES,2,$12490,05/2016,2016,No
907,86,Visa,Debit,4640548373982017,07/2020,972,YES,2,$9043,01/2020,2020,No
1957,344,Visa,Debit,4241836475964924,12/2022,229,YES,2,$1663,02/2020,2020,No
665,344,Mastercard,Debit,5943892255232378,06/2022,355,YES,2,$7283,01/2020,2020,No
666,344,Mastercard,Debit,5966316752263922,01/2021,442,YES,1,$23750,01/2020,2020,No
164,1189,Mastercard,Credit,5194782740689024,07/2020,83,NO,1,$8100,01/2008,2015,No
1958,1189,Visa,Credit,4745341098877385,10/2023,273,YES,2,$11800,02/2020,2020,No
4556,1189,Mastercard,Credit,5739094385227541,03/2006,905,YES,1,$15200,09/2004,2014,No
2067,1189,Mastercard,Debit,5721768564866906,10/2024,877,YES,2,$1633,03/2004,2011,No
6115,921,Visa,Debit,4816027381867141,11/2023,163,YES,1,$22704,12/2015,2015,No
3537,921,Visa,Debit,4226627955079711,10/2024,874,YES,1,$24069,06/2011,2011,No
3457,921,Visa,Debit,4319734914723878,05/2020,720,YES,1,$35073,06/2009,2009,No
4646,921,Mastercard,Debit,5607342055934669,07/2023,833,YES,2,$17731,09/2007,2011,No
2541,921,Mastercard,Debit,5535356277127261,04/2021,557,YES,1,$33980,04/2007,2010,No
3135,921,Mastercard,Debit,5415658075753990,03/2024,112,YES,1,$41714,05/2013,2013,No
2718,921,Mastercard,Debit,5838395313903974,06/2024,439,NO,1,$21466,04/2013,2013,No
4675,921,Mastercard,Debit,5570607538229113,02/2024,572,YES,1,$30547,09/2008,2008,No
5873,393,Visa,Debit,4671202000865959,02/2024,89,YES,2,$9752,12/2006,2008,No
1055,1254,Mastercard,Debit (Prepaid),5117804114696426,10/2022,845,YES,1,$114,02/2005,2009,No
6013,1254,Mastercard,Debit,5488341441971894,11/2014,689,YES,2,$14934,12/2010,2010,No
5616,1254,Mastercard,Debit,5141901041171975,11/2024,270,YES,1,$20294,11/2010,2010,No
1959,1254,Visa,Debit,4086661906008902,11/2022,113,NO,2,$20674,02/2020,2020,No
2510,1254,Mastercard,Credit,5807865206016117,05/2021,343,YES,2,$14000,04/2006,2007,No
4145,212,Visa,Debit,4026278148154052,02/2023,204,YES,2,$9310,08/2004,2009,No
908,212,Visa,Debit (Prepaid),4119163020411829,01/2022,989,YES,1,$60,01/2020,2020,No
1074,212,Visa,Credit,4937595859195819,01/2009,747,YES,1,$10200,02/2005,2008,No
2209,212,Visa,Debit,4960671625007782,04/2010,645,YES,2,$9477,03/2008,2014,No
2418,212,Mastercard,Debit,5110273101457986,08/2024,532,YES,2,$6795,04/2001,2009,No
4052,212,Amex,Credit,388351194080812,07/2023,188,YES,2,$900,07/2017,2017,No
991,1262,Mastercard,Debit,5195133154490046,07/2020,542,YES,2,$4747,02/2001,2012,No
3324,1262,Mastercard,Debit,5384973024512821,04/2022,569,YES,1,$15702,06/2006,2007,No
2432,1262,Mastercard,Debit,5391743291218892,01/2017,80,YES,1,$3955,04/2002,2013,No
3794,122,Visa,Credit,4233666699901617,03/2020,331,YES,2,$8200,07/2006,2013,No
2447,122,Mastercard,Credit,5772574383321451,09/2020,678,YES,1,$5500,04/2003,2010,No
2034,122,Mastercard,Debit,5654495599077092,10/2021,407,YES,3,$15774,03/2002,2007,No
2134,122,Visa,Credit,4982421757560620,10/2023,669,YES,2,$8800,03/2006,2015,No
1382,1118,Visa,Debit,4336190352382282,10/2024,795,NO,1,$26206,02/2018,2018,No
5274,1118,Mastercard,Debit,5381899309871296,04/2021,179,YES,1,$31113,10/2013,2013,No
667,1118,Mastercard,Credit,5416417426288753,02/2020,460,YES,1,$21100,01/2020,2020,No
362,1118,Visa,Credit,4833091752929426,06/2023,461,YES,1,$17100,01/2017,2017,No
1960,1118,Visa,Debit,4554382114845493,06/2020,561,YES,1,$66287,02/2020,2020,No
329,974,Mastercard,Credit,5998212515012584,08/2020,214,YES,2,$10900,01/2014,2014,No
1131,974,Visa,Debit,4938315510703910,07/2007,181,YES,1,$36271,02/2007,2010,No
2905,1274,Mastercard,Debit,5679478018180576,03/2017,465,YES,2,$5391,05/2006,2013,No
1075,1274,Visa,Debit,4799397143962163,12/2020,310,YES,2,$17537,02/2005,2010,No
3200,1274,Amex,Credit,350211718386898,12/2024,981,YES,2,$10700,05/2018,2018,No
3149,1274,Mastercard,Debit,5973716612118375,09/2023,38,YES,1,$18573,05/2014,2014,No
1714,1274,Mastercard,Debit,5036985513287237,10/2024,867,YES,1,$18019,02/2020,2020,No
24,1274,Visa,Debit,4181524038316536,04/2021,2,NO,2,$15160,01/2001,2007,No
